weight,fighter1,fighter2,method,round_end,time,date,event
"Welterweight
","Rory MacDonald
","Demian Maia
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 22, 2014",UFC 170
"Welterweight
","Mike Pyle
","TJ Waldburger
","TKO (elbows and punches)
","3
","4:03
","Feb 22, 2014",UFC 170
"Welterweight
","Stephen Thompson
","Robert Whittaker
","TKO (punches)
","1
","3:43
","Feb 22, 2014",UFC 170
"Women's Bantamweight
","Alexis Davis
","Jessica Eye
","Decision (split) (28–29, 29–28, 29–28)
","3
","5:00
","Feb 22, 2014",UFC 170
"Bantamweight
","Raphael Assunção
","Pedro Munhoz
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Feb 22, 2014",UFC 170
"Bantamweight
","Aljamain Sterling
","Cody Gibson
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 22, 2014",UFC 170
"Flyweight
","Zach Makovsky
","Josh Sampo
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","Feb 22, 2014",UFC 170
"Lightweight
","Erik Koch
","Rafaello Oliveira
","TKO (punches)
","1
","1:24
","Feb 22, 2014",UFC 170
"Lightweight
","Ernest Chavez
","Yosdenis Cedeno
","Decision (split) (28–29, 29–28, 30–27)
","3
","5:00
","Feb 22, 2014",UFC 170
"Middleweight
","Lyoto Machida
","Gegard Mousasi
","Decision (unanimous) (49–46, 50–45, 50–45)
","5
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Middleweight
","Ronaldo Souza
","Francis Carmont
","Decision (unanimous) (29–28, 29–28, 30–27)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Welterweight
","Erick Silva
","Takenori Sato
","KO (punches)
","1
","0:52
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Welterweight
","Nico Musoke
","Viscardi Andrade
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Featherweight
","Charles Oliveira
","Andy Ogle
","Submission (triangle choke)
","3
","2:40
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Lightweight
","Joe Proctor
","Cristiano Marcello
","Decision (unanimous) (29–28, 30–27, 29–28)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Lightweight
","Rodrigo Damm
","Ivan Jorge
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Lightweight
","Francisco Trinaldo
","Jesse Ronson
","Decision (split) (28–29, 29–28, 30–27)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Bantamweight
","Iuri Alcântara
","Wilson Reis
","Decision (split) (28–29, 30–27, 30–27)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Featherweight
","Felipe Arantes
","Maximo Blanco
","Decision (unanimous) (29–27, 29–27, 29–27)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Welterweight
","Ildemar Alcântara
","Albert Tumenov
","Decision (split) (28–29, 29–28, 30–27)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Featherweight
","Zubaira Tukhugov
","Douglas Silva de Andrade
","Decision (unanimous) (30–27, 29–28, 30–27)
","3
","5:00
","Feb 15, 2014",UFC Fight Night: Machida vs. Mousasi
"Bantamweight
","Renan Barão (c)
","Urijah Faber
","TKO (punches)
","1
","3:42
","Feb 1, 2014",UFC 169
"Featherweight
","José Aldo (c)
","Ricardo Lamas
","Decision (unanimous) (49–46, 49–46, 49–46)
","5
","5:00
","Feb 1, 2014",UFC 169
"Heavyweight
","Alistair Overeem
","Frank Mir
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Feb 1, 2014",UFC 169
"Flyweight
","Ali Bagautinov
","John Lineker
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 1, 2014",UFC 169
"Lightweight
","Abel Trujillo
","Jamie Varner
","KO (punch)
","2
","2:32
","Feb 1, 2014",UFC 169
"Lightweight
","Alan Patrick
","John Makdessi
","Decision (unanimous) (29–28, 29–28, 30–27)
","3
","5:00
","Feb 1, 2014",UFC 169
"Flyweight
","Chris Cariaso
","Danny Martinez
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 1, 2014",UFC 169
"Middleweight
","Nick Catone
","Tom Watson
","Decision (split) (28–29, 29–28, 30–27)
","3
","5:00
","Feb 1, 2014",UFC 169
"Lightweight
","Al Iaquinta
","Kevin Lee
","Decision (unanimous) (29–28, 29–28, 28–27)
","3
","5:00
","Feb 1, 2014",UFC 169
"Middleweight
","Clint Hester
","Andy Enz
","Decision (unanimous) (30–27, 30–27, 30–26)
","3
","5:00
","Feb 1, 2014",UFC 169
"Lightweight
","Rashid Magomedov
","Tony Martin
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Feb 1, 2014",UFC 169
"Welterweight
","Neil Magny
","Gasan Umalatov
","Decision (unanimous) (29–28, 30–27, 30–27)
","3
","5:00
","Feb 1, 2014",UFC 169
"Lightweight
","Benson Henderson
","Josh Thomson
","Decision (split) (47–48, 48–47, 49–46)
","5
","5:00
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Heavyweight
","Stipe Miocic
","Gabriel Gonzaga
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Lightweight
","Donald Cerrone
","Adriano Martins
","KO (head kick)
","1
","4:40
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Featherweight
","Jeremy Stephens
","Darren Elkins
","Decision (unanimous) (29–28, 30–27, 30–27)
","3
","5:00
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Bantamweight
","Alex Caceres
","Sergio Pettis
","Submission (rear-naked choke)
","3
","4:39
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Bantamweight
","Eddie Wineland
","Yves Jabouin
","TKO (punches)
","2
","4:16
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Bantamweight
","Chico Camus
","Yaotzin Meza
","No Contest (overturned)
","3
","5:00
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Bantamweight
","Hugo Viana
","Junior Hernandez
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Lightweight
","Daron Cruickshank
","Mike Rio
","TKO (wheel kick and punches)
","2
","4:56
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Welterweight
","George Sullivan
","Mike Rhodes
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Heavyweight
","Nikita Krylov
","Walt Harris
","TKO (head kick and punches)
","1
","0:25
","Jan 25, 2014",UFC on Fox: Henderson vs. Thomson
"Middleweight
","Luke Rockhold
","Costas Philippou
","TKO (body kick)
","1
","2:31
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Middleweight
","Brad Tavares
","Lorenz Larkin
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Bantamweight
","T.J. Dillashaw
","Mike Easton
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Middleweight
","Yoel Romero
","Derek Brunson
","TKO (punches and elbows)
","3
","3:23
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Flyweight
","John Moraga
","Dustin Ortiz
","Decision (split) (28–29, 29–28, 29–28)
","3
","5:00
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Featherweight
","Cole Miller
","Sam Sicilia
","Submission (rear-naked choke)
","2
","1:54
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Lightweight
","Ramsey Nijem
","Justin Edwards
","Decision (unanimous) (30–27, 29–28, 29–28)
","3
","5:00
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Lightweight
","Elias Silvério
","Isaac Vallie-Flagg
","Decision (unanimous) (29–27, 29–27, 29–27)
","3
","5:00
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Middleweight
","Trevor Smith
","Brian Houston
","Decision (split) (28–29, 29–28, 29–28)
","3
","5:00
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Flyweight
","Louis Smolka
","Alptekin Özkılıç
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Lightweight
","Vinc Pichel
","Garett Whiteley
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Lightweight
","Beneil Dariush
","Charlie Brenneman
","Submission (rear-naked choke)
","1
","1:45
","Jan 15, 2014",UFC Fight Night: Rockhold vs. Philippou
"Welterweight
","Tarec Saffiedine
","Hyun Gyu Lim
","Decision (unanimous) (49–46, 48–47, 48–47)
","5
","5:00
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Featherweight
","Tatsuya Kawajiri
","Sean Soriano
","Submission (rear-naked choke)
","2
","0:50
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Welterweight
","Kiichi Kunimoto
","Luiz Dutra Jr.
","Disqualification (illegal elbows)
","1
","2:57
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Bantamweight
","Kyung Ho Kang
","Shunichi Shimizu
","Submission (arm-triangle choke)
","3
","3:53
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Featherweight
","Max Holloway
","Will Chope
","TKO (punches)
","2
","2:27
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Lightweight
","Katsunori Kikuno
","Quinn Mulhern
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Bantamweight
","Royston Wee
","Dave Galera
","Decision (unanimous) (30–26, 30–26, 30–26)
","3
","5:00
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Lightweight
","Mairbek Taisumov
","Tae Hyun Bang
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Bantamweight
","Dustin Kimura
","Jon delos Reyes
","Submission (armbar)
","1
","2:13
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Bantamweight
","Russell Doane
","Leandro Issa
","Technical Submission (triangle choke)
","2
","4:59
","Jan 4, 2014",UFC Fight Night: Saffiedine vs. Lim
"Middleweight
","Chris Weidman (c)
","Anderson Silva
","TKO (broken leg)
","2
","1:16
","Dec 28, 2013",UFC 168
"Women's Bantamweight
","Ronda Rousey (c)
","Miesha Tate
","Submission (armbar)
","3
","0:58
","Dec 28, 2013",UFC 168
"Heavyweight
","Travis Browne
","Josh Barnett
","KO (elbows)
","1
","1:00
","Dec 28, 2013",UFC 168
"Lightweight
","Jim Miller
","Fabrício Camões
","Submission (armbar)
","1
","3:42
","Dec 28, 2013",UFC 168
"Catchweight (151.5 lbs)
","Dustin Poirier
","Diego Brandao
","TKO (punches)
","1
","4:54
","Dec 28, 2013",UFC 168
"Middleweight
","Uriah Hall
","Chris Leben
","TKO (retirement)
","1
","5:00
","Dec 28, 2013",UFC 168
"Lightweight
","Michael Johnson
","Gleison Tibau
","KO (punches)
","2
","1:32
","Dec 28, 2013",UFC 168
"Featherweight
","Dennis Siver
","Manvel Gamburyan
","No Contest (overturned)
","3
","5:00
","Dec 28, 2013",UFC 168
"Welterweight
","John Howard
","Siyar Bahadurzada
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Dec 28, 2013",UFC 168
"Welterweight
","William Macário
","Bobby Voelker
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Dec 28, 2013",UFC 168
"Featherweight
","Robbie Peralta
","Estevan Payan
","KO (punches)
","3
","0:12
","Dec 28, 2013",UFC 168
"Flyweight
","Demetrious Johnson (c)
","Joseph Benavidez
","KO (punch)
","1
","2:08
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Bantamweight
","Urijah Faber
","Michael McDonald
","Submission (guillotine choke)
","2
","3:22
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Featherweight
","Chad Mendes
","Nik Lentz
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Lightweight
","Joe Lauzon
","Mac Danzig
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Welterweight
","Ryan LaFlare
","Court McGee
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Lightweight
","Edson Barboza
","Danny Castillo
","Decision (majority) (29–28, 29–28, 28–28)
","3
","5:00
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Lightweight
","Bobby Green
","Pat Healy
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Flyweight
","Zach Makovsky
","Scott Jorgensen
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Lightweight
","Sam Stout
","Cody McKenzie
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Lightweight
","Abel Trujillo
","Roger Bowling
","TKO (punches)
","2
","1:35
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Flyweight
","Alptekin Özkılıç
","Darren Uyenoyama
","Decision (split) (30–27, 28–29, 29–28)
","3
","5:00
","Dec 14, 2013",UFC on Fox: Johnson vs. Benavidez 2
"Heavyweight
","Mark Hunt
","Antônio Silva
","Draw (majority) (48–47, 47–47, 47–47)
","5
","5:00
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Light Heavyweight
","Maurício Rua
","James Te Huna
","KO (punch)
","1
","1:03
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Light Heavyweight
","Ryan Bader
","Anthony Perosh
","Decision (unanimous) (30–27, 30–27, 30–26)
","3
","5:00
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Heavyweight
","Soa Palelei
","Pat Barry
","KO (punches)
","1
","2:09
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Middleweight
","Clint Hester
","Dylan Andrews
","TKO (doctor stoppage)
","2
","5:00
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Women's Bantamweight
","Bethe Correia
","Julie Kedzie
","Decision (split) (29–28, 28–29, 29–28)
","3
","5:00
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Bantamweight
","Takeya Mizugaki
","Nam Phan
","Decision (unanimous) (29–28, 29–28, 30–28)
","3
","5:00
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Middleweight
","Caio Magalhaes
","Nick Ring
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Flyweight
","Justin Scoggins
","Richie Vaculik
","TKO (punches)
","1
","4:43
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Middleweight
","Krzysztof Jotko
","Bruno Santos
","Decision (unanimous) (29–28, 29–28, 30–27)
","3
","5:00
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Welterweight
","Alex Garcia
","Ben Wall
","KO (punches)
","1
","0:43
","Dec 7, 2013",UFC Fight Night: Hunt vs. Bigfoot
"Lightweight
","Nate Diaz
","Gray Maynard
","TKO (punches)
","1
","2:38
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Women's Bantamweight
","Julianna Peña
","Jessica Rakoczy
","TKO (punches and elbows)
","1
","4:59
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Bantamweight
","Chris Holdsworth
","Davey Grant
","Submission (rear-naked choke)
","2
","2:10
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Women's Bantamweight
","Jessamyn Duke
","Peggy Morgan
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Women's Bantamweight
","Raquel Pennington
","Roxanne Modafferi
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Featherweight
","Akira Corassani
","Maximo Blanco
","Disqualification (illegal knee)
","1
","0:25
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Featherweight
","Tom Niinimäki
","Rani Yahya
","Decision (split) (29–28, 28–29, 30–27)
","3
","5:00
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Heavyweight
","Jared Rosholt
","Walt Harris
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Welterweight
","Sean Spencer
","Drew Dober
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Catchweight (127.5 lbs)
","Josh Sampo
","Ryan Benoit
","Submission (rear-naked choke)
","2
","4:31
","Nov 30, 2013",The Ultimate Fighter: Team Rousey vs. Team Tate#The Ultimate Fighter 18 Finale
"Welterweight
","Georges St-Pierre (c)
","Johny Hendricks
","Decision (split) (47–48, 48–47, 48–47)
","5
","5:00
","Nov 16, 2013",UFC 167
"Light Heavyweight
","Rashad Evans
","Chael Sonnen
","TKO (punches)
","1
","4:05
","Nov 16, 2013",UFC 167
"Welterweight
","Robbie Lawler
","Rory MacDonald
","Decision (split) (29–28, 28–29, 29–28)
","3
","5:00
","Nov 16, 2013",UFC 167
"Welterweight
","Tyron Woodley
","Josh Koscheck
","KO (punches)
","1
","4:38
","Nov 16, 2013",UFC 167
"Flyweight
","Ali Bagautinov
","Tim Elliott
","Decision (unanimous) (29–28, 29–28, 30–27)
","3
","5:00
","Nov 16, 2013",UFC 167
"Lightweight
","Donald Cerrone
","Evan Dunham
","Submission (triangle choke)
","2
","3:49
","Nov 16, 2013",UFC 167
"Middleweight
","Thales Leites
","Ed Herman
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Nov 16, 2013",UFC 167
"Welterweight
","Rick Story
","Brian Ebersole
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Nov 16, 2013",UFC 167
"Bantamweight
","Érik Pérez
","Edwin Figueroa
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Nov 16, 2013",UFC 167
"Welterweight
","Jason High
","Anthony Lapsley
","Decision (unanimous) (29–28, 29–28, 29–28)
","3
","5:00
","Nov 16, 2013",UFC 167
"Bantamweight
","Sergio Pettis
","Will Campuzano
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","Nov 16, 2013",UFC 167
"Light Heavyweight
","Gian Villante
","Cody Donovan
","TKO (punches)
","2
","1:22
","Nov 16, 2013",UFC 167
"Light Heavyweight
","Vitor Belfort
","Dan Henderson
","KO (head kick)
","1
","1:17
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Middleweight
","Cezar Ferreira
","Daniel Sarafian
","Decision (split) (28–29, 30–27, 30–28)
","3
","5:00
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Light Heavyweight
","Rafael Cavalcante
","Igor Pokrajac
","Submission (strikes)
","1
","1:18
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Welterweight
","Brandon Thatch
","Paulo Thiago
","Submission (strikes)
","1
","2:10
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Welterweight
","Ryan LaFlare
","Santiago Ponzinibbio
","Decision (unanimous) (30–27, 30–27, 30–27)
","3
","5:00
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Featherweight
","Jeremy Stephens
","Rony Jason
","KO (head kick)
","1
","0:40
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Featherweight
","Sam Sicilia
","Godofredo Pepey
","TKO (punches)
","1
","1:42
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Middleweight
","Omari Akhmedov
","Thiago Perpétuo
","KO (punches)
","1
","3:31
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Lightweight
","Thiago Tavares
","Justin Salas
","Submission (rear-naked choke)
","1
","2:38
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Lightweight
","Adriano Martins
","Daron Cruickshank
","Submission (kimura)
","2
","2:49
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Flyweight
","Dustin Ortiz
","Jose Maria Tome
","TKO (punches)
","3
","3:19
","Nov 9, 2013",UFC Fight Night: Belfort vs. Henderson
"Middleweight
","Tim Kennedy
","Rafael Natal
","TKO (punch)
","1
","4:40
","Nov 6, 2013",UFC: Fight for the Troops 3
"Women's Bantamweight
","Alexis Davis
","Liz Carmouche
","Decision (unanimous) (30–27, 30–27, 29–28)
","3
","5:00
","Nov 6, 2013",UFC: Fight for the Troops 3
"Middleweight
","Yoel Romero
","Ronny Markes
","TKO (punches)
","3
","1:39
","Nov 6, 2013",UFC: Fight for the Troops 3
"Lightweight
","Rustam Khabilov
","Jorge Masvidal
","Decision (unanimous) (30–27, 29–28, 30–27)
","3
","5:00
","Nov 6, 2013",UFC: Fight for the Troops 3
